,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
457,458,,2008-43,2009-1450,,0,314,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION IV. - DELIVRANCE DE L’AUTORISATION DE CONSTRUIRE,SOUS_SECTION V. - PRESCRIPTIONS APPLICABLES A LA RESTRUCTURATION,réglementaire,0,,,,,,,Le respect de la présente réglementation est sanctionné par l’autorisation de construire conformément aux dispositions du présent Code qui ne peut être délivrée qu’après consultation des services compétents en matière de protection civile.
458,459,,2008-43,2009-1450,,0,315,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION IV. - DELIVRANCE DE L’AUTORISATION DE CONSTRUIRE,SOUS_SECTION V. - PRESCRIPTIONS APPLICABLES A LA RESTRUCTURATION,,0,,,,,,,"La demande d’autorisation de construire doit être établie dans la forme prescrite par le sous-titre I ci-dessus.
Les documents joints à la demande doivent comporter, en outre, l’indication de toutes les conditions relatives à la sécurité prévues par le présent sous titre et le règlement de sécurité, notamment en ce qui concerne le mode de construction du gros œuvre et des toitures.
En outre, ces plans ou des plans annexes indiqueront les largeurs de toutes les circulations affectées au public, telles que dégagements, escaliers, sorties. Ils seront accompagnés d’une notice descriptive précisant les matériaux utilisés tant pour le gros œuvre que pour la décoration et les aménagements intérieurs et seront complétés par le plan des installations électriques, les
groupes autonomes de production d’électricité, l’emplacement des compteurs de gaz et le cheminement des canalisations générales d’alimentation, l’emplacement des caractéristiques principales compte tenu de leur encombrement, l’emplacement des gaines d’amenée de l’air frais et d’évacuation de l’air vicié, ainsi que les dispositions afférentes aux moyens particulier de défense et de secours contre l’incendie.
Le règlement de sécurité peut imposer, en outre, des indications propres à chaque type d’établissement.
Lesdits plans, tracés divers et leur présentation seront conformes aux dispositions fixées par le présent Code, ou à défaut par arrêté du Ministre chargé de la Protection civile."
459,460,,2008-43,2009-1450,,0,316,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION IV. - DELIVRANCE DE L’AUTORISATION DE CONSTRUIRE,SOUS_SECTION V. - PRESCRIPTIONS APPLICABLES A LA RESTRUCTURATION,réglementaire,0,,,,,,,"L’exécution dans les établissements visés par le présent chapitre d’aménagement non soumis à l’autorisation de construire, mais entraînant des modifications des conditions de sécurité telles qu’elles sont définies ci-dessus, ne pourra avoir lieu qu’après avis des services compétents en matière de protection civile.
Ces aménagements ne peuvent commencer qu’après approbation des plans définitifs établis dans les mêmes conditions que celles fixées à l’article R 309 et aucune modification ne peut être apportée qu’après avoir reçu l’agrément des services compétents en matière de protection civile. Un dossier d’exécution doit être présenté à l’autorité chargée de délivrer l’autorisation de construire avant le début des travaux."
460,461,,2008-43,2009-1450,,0,317,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION IV. - DELIVRANCE DE L’AUTORISATION DE CONSTRUIRE,SOUS_SECTION V. - PRESCRIPTIONS APPLICABLES A LA RESTRUCTURATION,réglementaire,0,,,,,,,"Dans tous les cas, les renseignements de détail intéressant les installations électriques, de gaz, d’éclairage, de climatisation et de secours contre l’incendie sont adressés aux services compétents en matière de protection civile dans les délais et conditions fixés par le règlement de sécurité. En l’absence de réponse de ces services à l’expiration du délai d’un mois qui suit le dépôt du dossier complet, le demandeur peut commencer leur réalisation."
461,462,,2008-43,2009-1450,,0,318,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION I. - GENERALITES,réglementaire,0,,,,,,,"Le représentant de l’Etat au niveau de la région assure, sous sa responsabilité, l’exécution des dispositions du présent chapitre. Article R 319.
Le représentant de l’Etat au niveau de la région peut, par arrêté, pris après avis conforme de la commission régionale de protection civile visée à l’article R 24 :
prendre pour tous les départements de sa région ou un seul d’entre eux, des règlements d’application du présent titre et du règlement national de sécurité ;
prescrire, pour un établissement présentant des dangers particuliers, des mesures extrêmes prévues par le règlement."
462,463,,2008-43,2009-1450,,0,320,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION I. - GENERALITES,réglementaire,0,,,,,,,"Le représentant de l’Etat au niveau de la région fixe par arrêté les circonscriptions et les attributions des commissions auxiliaires de sécurité. Il peut notamment charger chacune d’elles :
d’effectuer des contrôles ayant pour but de vérifier si les dispositions du règlement de sécurité ou des arrêtés pris en vue de son application sont observés ;
d’examiner les questions soumises par les représentants de l’Etat au niveau du département, de la région ou les maires ;
d’étudier certaines catégories d’affaires qui relèvent normalement de la compétence de la commission régionale."
463,464,,2008-43,2009-1450,,0,321,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION I. - GENERALITES,réglementaire,0,,,,,,,"Sur présentation d’une carte d’identité qui leur est spécialement délivrée, les membres permanents de la commission supérieure de la protection civile ont accès à toute heure dans chaque établissement soumis à la présente réglementation.
Les membres permanents de la commission régionale et les membres de la commission auxiliaire ont accès dans les établissements qu’ils sont appelés à visiter sur présentation d’une carte de commission spéciale délivrée à cet effet par le représentant de l’Etat au niveau de la région."
464,465,,2008-43,2009-1450,,0,322,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"Au cours de la construction ou des aménagements des établissements, des visites peuvent être faites sur place, par des membres de la commission supérieure, de la commission régionale ou de la commission auxiliaire."
465,466,,2008-43,2009-1450,,0,323,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"Avant toute ouverture des établissements au public, il est procédé à une visite de réception soit par la commission régionale de la protection civile ou des membres délégués, soit par la commission auxiliaire ayant procédé à l’étude des dossiers. La commission doit assurer de la concordance des plans et de l’exécution. Elle propose les modifications de détail reconnues nécessaires."
466,467,,2008-43,2009-1450,,0,324,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"L’autorisation d’ouverture est donnée par le représentant de l’Etat au niveau de la région, après avis de la commission compétente. Elle est retirée dans les mêmes formes."
467,468,,2008-43,2009-1450,,0,325,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"La liste des établissements soumis aux dispositions du présent chapitre est établie et mise à jour chaque année par le représentant de l’Etat au niveau de la région, après avis de la commission régionale de la protection civile. Un exemplaire de la liste est adressé à la Direction chargée de la protection civile."
468,469,,2008-43,2009-1450,,0,326,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"Ces établissements doivent faire l’objet, dans les conditions fixées au règlement de sécurité, de visites périodiques de contrôle effectuées soit par un ou plusieurs membres de la commission régionale désignés par le représentant de l’Etat au niveau de la région, soit s’il en existe, par les commissions auxiliaires de sécurité. Ces visites ont pour but notamment :
de vérifier si les prescriptions du présent chapitre et du règlement de sécurité sont observées et, notamment, si les appareils de secours contre l’incendie, ainsi que les appareils d’éclairage de sécurité, fonctionnent normalement. A cette occasion, des épreuves des moyens de secours sont effectuées par les soins de la direction ;
de suggérer les améliorations ou modification qu’il y a lieu d’apporter aux dispositions et à l’aménagement desdits établissements dans le cadre de la présente réglementation ;
d’étudier dans chaque cas d’espèce, les mesures d’adaptions qu’il y a lieu d’apporter éventuellement aux établissements existants."
469,470,,2008-43,2009-1450,,0,327,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"Une visite de contrôle doit être effectuée préalablement à la réouverture de tout établissement assujetti aux prescriptions du présent règlement, ayant été fermé pendant plus de six mois. A cet
effet, le responsable de l’établissement doit notifier au représentant de l’Etat au niveau de la région, un mois à l’avance, son intention de procéder à la réouverture."
470,471,,2008-43,2009-1450,,0,328,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,Les dates des visites sont notifiées aux responsables au moins huit jours à l’avance à moins qu’elles n’aient lieu à des dates arrêtées une fois pour toutes d’après un tableau communiqué aux chefs d’établissements. Les responsables sont tenus d’assister à la visite de leur établissement ou de s’y faire représenter par une personne qualifiée. Un exemplaire du procès-verbal est adressé au Ministre chargé de la Protection civile.
471,472,,2008-43,2009-1450,,0,329,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"A l’issue de chaque visite, il est dressé un procès verbal.
Le représentant de l’Etat au niveau de la région notifie le résultat de ces visites et ses décisions aux responsables soit par voie administrative, soit par lettre recommandée avec accusé de réception."
472,473,,2008-43,2009-1450,,0,330,,2009-12-30,,LIVRE II. - REGLES RELATIVES A L’ACTE DE CONSTRUCTION,TITRE II. - DE L’AUTORISATION DE CONSTRUIRE,"SOUS_TITRE IV. - PRESCRIPTIONS SPECIALES IMPOSEES AUX ETABLISSEMENTS RECEVANT DU PUBLIC, AUX IMMEUBLES DE GRANDE HAUTEUR, AUX ETABLISSEMENTS A CARACTERE INDUSTRIEL ET AUX ETABLISSEMENTS CLASSES",CHAPITRE PREMIER. - ETABLISSEMENTS RECEVANT DU PUBLIC,SECTION V. - MESURE D’EXECUTION,SOUS_SECTION II. - CONTROLE DES ETABLISSEMENTS,réglementaire,0,,,,,,,"Des visites inopinées peuvent être effectuées pendant les heures d’ouverture de l’établissement par des délégués qualifiés des commissions de la protection civile munis des cartes, prévues à l’article R 321. Ces visites ont pour objet de vérifier si les mesures de sécurité édictées par la présente réglementation sont respectées au cours de l’exploitation."
